producto_id,nombre,categoria,precio,stock,mes_relevante
2c6f7ec5-42b5-40ef-8192-9ec3a5f7f10d,Zapatos Amet,Ropa,423.99,693,11
74d3f842-7545-4130-9615-0f02f333383a,Cocina Impedit,Hogar,303.05,16,8
32eb8c56-a27f-45b8-a16c-7bdd9107a1d4,Cocina Id,Hogar,442.01,239,10
f0662494-6381-47e2-bb43-e024a5ec35d4,Sofá Labore,Hogar,416.82,372,9
a01ef1c6-e0e0-45b7-b2b9-3ab9d2c89a89,Laptop Quaerat,Electrónicos,265.46,287,7
625a53a2-5e8d-4f1b-beed-7f5a51111e8c,Smartphone Ullam,Electrónicos,237.2,863,8
f2cf2d50-224e-4258-9a5c-d83c4911dc10,Tablet Necessitatibus,Electrónicos,350.92,596,11
9a228392-9975-4140-967f-200b09a94b8f,Zapatos Accusantium,Ropa,171.94,437,11
4abd3e6d-feba-48dc-b591-87fbb40d8737,Lámpara Quibusdam,Hogar,355.52399999999994,333,12
30f9f721-fc00-4540-ad58-701fec045733,Laptop Rem,Electrónicos,113.69,672,10
db68a416-bd3d-44a5-a0a7-20d5f4a55e8f,Pantalón Nesciunt,Ropa,468.84,141,3
1d19f754-31d3-4f80-a143-5af6f35be568,Laptop Necessitatibus,ELECTRÓNICOS,372.49,-15,5
d9b8f6a2-bc65-4959-9bf1-0631b47b4873,Pantalón Voluptatem,Ropa,180.28,226,5
6be21baf-e8c6-4e94-90fa-6ef74507e970,Laptop Non,Electrónicos,71.75,251,5
d91fa732-c680-454a-a45a-a3ae34348d3d,Laptop Voluptatem,Electrónicos,272.43,262,8
28f347ad-957b-4fa1-a9ea-63b1966d3c93,Zapatos Aperiam,Ropa,436.776,879,12
92eae443-9432-4ee2-85ca-0664cc5c451c,Cocina Dicta,Hogar,447.45,595,3
7c77459e-54bf-4460-b7fd-a5ec8bb876e6,Smartphone Veniam,Electrónicos,101.32,783,2
680bcc5b-2b91-4ef3-8d59-712b81e16c8d,Pantalón Cupiditate,Ropa,298.07,945,3
4123f900-9e5a-4d5d-a133-f520b7f84838,Cocina Nihil,Hogar,444.96,770,2
7bdfd1c2-73c8-48f3-a701-42683d279769,Tablet Minima,Electrónicos,186.52,781,3
4666be27-ccf2-4669-b5f4-141a3e4a4cac,Camiseta Tempora,Ropa,380.18,272,10
696cd3dc-342e-4302-be92-434e0bc97f9a,Smartphone Ex,ELECTRÓNICOS,170.29,-47,5
cfb4810e-683e-4907-88df-92f69bc9ae89,Sofá Quibusdam,HOGAR,337.98,-7,9
21f147d1-2cfd-45a6-a4f9-728a6eb5c349,Laptop Ullam,Electrónicos,475.17,907,5
24bc2aea-f696-4a51-8c3a-70921d296821,Smartphone Itaque,Electrónicos,391.032,697,12
d4507b3d-ebb2-45db-bb83-6987c1c0feea,Pantalón Quidem,Ropa,474.52,517,3
9e246aa5-5c14-472c-b8c5-95953c69dc45,Sofá Impedit,Hogar,422.85,948,3
9a89fa4a-279b-4182-89ca-74d02e35a550,Pantalón Illo,Ropa,322.23,273,6
0bb72073-d987-439b-a76c-ce5a9688ff13,Tablet Facilis,Electrónicos,53.29,459,7
a28bed4d-121a-4bd1-bd35-f5799905bb06,Lámpara Placeat,Hogar,490.47,288,11
2ab57bd4-d99e-465d-b889-1a8b6ba20c8d,Smartphone Amet,Electrónicos,254.67,438,10
e1a3fc40-2a8c-4411-ad3f-f957a9cfd27e,Tablet Porro,Electrónicos,319.02,704,10
b0e0fada-91b7-4fe0-bdfd-c7c84a1a65a5,Zapatos Aspernatur,Ropa,59.47,883,9
931d6c5e-4307-49e0-9d1f-208f80d9c8b2,Tablet Dolorum,Electrónicos,499.33,936,9
f5e4e91d-8d91-4e63-9d00-9e37a8262e37,Laptop Blanditiis,Electrónicos,522.708,521,12
9a9c1b56-65dd-45f1-b897-871cdd5519fa,Lámpara Amet,Hogar,311.83,127,11
8773a51b-e847-4594-87cf-3ab02342b50f,Camiseta At,Ropa,173.71,365,2
6b9a83b7-e786-4f4a-83ea-76a4a9b02c90,Sofá Debitis,Hogar,58.44,907,10
7e043dda-80a4-411e-b29c-bc5859dbdf0d,Cocina Magni,HOGAR,355.24,-27,1
3b776c8b-7217-4e92-83ac-049460569a38,Pantalón Sequi,Ropa,323.89,663,8
c14ff274-17b3-4f3f-b635-901ef736703c,Pantalón Iure,Ropa,171.27,542,10
00fb8b22-2e85-4983-b07b-f34ac6d776f3,Tablet Earum,Electrónicos,328.27,227,10
d4343827-0239-4160-8450-a5db7ef54a4d,Laptop Error,Electrónicos,109.18,62,5
85e1cac8-64a6-4d3f-9917-5882a05a3be1,Zapatos Nobis,Ropa,49.83,348,11
333e5957-67b1-4977-9fc5-97b5b1c59faa,Tablet Tempore,Electrónicos,73.53,139,10
ce61b388-9e68-48d7-b8a2-3d99067c6c2c,Laptop Natus,Electrónicos,341.77,356,6
ac51a475-ac00-4fb3-b27b-eb76832d79b0,Lámpara Magni,Hogar,223.66,281,8
105e0cda-bfc6-41ee-9411-92e753a95c2b,Smartphone Aperiam,Electrónicos,68.76,363,2
e8c97292-d147-48d2-87f3-ccf1fbb67f19,Zapatos Corrupti,Ropa,465.01,728,11
68122860-f7db-4f98-b7a4-b5a933a97616,Tablet Provident,Electrónicos,201.62,808,8
9c6dc52d-7861-4897-b5da-034b85bd5177,Lámpara Consequuntur,Hogar,405.96,805,6
3db3bc54-e500-411e-b8f6-8974c8ede77c,Pantalón Iusto,Ropa,120.31,491,10
73bc4b31-666a-4580-8ae2-6cf606566b81,Zapatos Sapiente,Ropa,424.0,964,5
4099bdab-d3df-4d47-8dfa-bb1864264c7d,Camiseta Qui,Ropa,240.23,838,4
eab1c4eb-e83d-4862-90e2-43671a099baf,Laptop Ex,ELECTRÓNICOS,35.23,-15,1
8988bf78-b2f9-48f6-9ac8-f5fc33e1d108,Laptop Hic,Electrónicos,290.99,403,7
162248b5-fd55-400a-8d00-12a7462dc6fb,Zapatos Repellat,Ropa,375.39,450,9
7709ecfe-1ad8-4fc4-adfd-022c03815977,Laptop Quod,Electrónicos,471.7,537,7
f4ee8c6e-30ab-46df-aee6-33a46efe4685,Sofá Similique,Hogar,461.22,423,2
ec842685-609e-4320-a303-5967db278ee2,Tablet Sit,Electrónicos,404.44,429,2
9a190ae9-adfd-45d5-904b-02f6018ab05e,Smartphone Quo,Electrónicos,425.53,347,6
1fb6fd89-e2f0-4cb9-bf9a-cbc8b6e874ac,Pantalón Ea,Ropa,489.44,47,4
09845afc-ea45-412f-b7a9-72edcd2c9657,Sofá Consectetur,Hogar,582.156,436,12
bcdb9a41-bfcf-4025-84dc-fc1b8081c8c1,Sofá Ea,Hogar,375.05,536,10
648f6caf-3551-4dc4-b06e-0689a6ed6e97,Lámpara Harum,Hogar,133.99,425,5
6f4f794a-904b-42f4-873a-8605a4734688,Laptop Iste,Electrónicos,358.65,71,10
a70ad1a2-1aed-4620-9dde-36eae2367348,Smartphone Eum,Electrónicos,58.15,33,8
b3b943c6-eba6-48c7-b5fd-8e4a17f739f7,Tablet Est,Electrónicos,426.94,793,3
a37f6094-807b-47ec-b589-1bced48adbd0,Cocina Asperiores,Hogar,302.22,258,9
fd1125d8-9f1f-4120-b572-c9dbfdc1f07e,Pantalón Esse,Ropa,473.97,933,9
a57ce6cb-6217-4efd-aa00-19412c231ff4,Sofá Quis,Hogar,110.29,986,2
8d620f65-a53b-4946-833c-17ac5f17ab42,Sofá Aut,Hogar,138.51,808,3
f8194817-e325-4508-a78e-804ad49e22c6,Zapatos Fuga,Ropa,429.67,295,1
b75d69fb-0238-4249-bb0a-ff2c31cc4f94,Sofá Dolore,Hogar,266.68,682,6
8aa82732-f97c-426d-a2f3-c8295952c52e,Zapatos Aliquam,Ropa,141.34,887,9
3d21226d-d26a-44e8-a013-78f5a76dbf52,Pantalón Quis,Ropa,361.56,421,5
901fb091-73ee-4275-9d0d-2b2e5c8a224e,Tablet Error,Electrónicos,168.2,441,3
54231faf-5222-46ed-bc4c-e68af544d6b5,Smartphone Explicabo,Electrónicos,150.78,919,10
39faf923-dd28-4829-bfc8-1679ba37bce5,Sofá Nesciunt,Hogar,498.77,181,5
30a2fc8e-661e-481e-98e8-ebd070dd4e02,Tablet Saepe,Electrónicos,179.69,786,1
681872bb-7e44-4df7-b167-562b2a06bf3c,Lámpara Voluptates,Hogar,77.53,740,7
b69fa426-0356-4107-9e4b-c6165f8e8637,Zapatos Ipsa,Ropa,498.26,67,2
882c6e56-55b7-41be-86e3-181006f42357,Sofá At,Hogar,188.14,629,5
38792f72-e8fc-492e-85a8-fc93e7109f95,Cocina Delectus,Hogar,261.72,156,2
f11dec25-946c-4aee-aa98-96ff10986c4c,Lámpara Labore,Hogar,482.68,501,1
bb1df6ec-d74a-4c28-a3f6-1b13539de021,Camiseta Nisi,Ropa,496.4,85,1
ac50e827-c73a-4865-a59f-a440e58a0e22,Laptop Maxime,Electrónicos,127.5,208,5
fed436ea-62b7-419d-9787-e978836d742e,Cocina Itaque,Hogar,433.01,545,10
8db58e5f-c22f-4596-89b4-05a9dc13a99a,Sofá Quam,Hogar,187.17,896,7
80782ae4-a2de-4049-9072-a1a6079cc82f,Pantalón Aut,Ropa,223.53,376,6
6dd81baa-7bb0-4d5a-bb60-d072ca75fc03,Smartphone Ratione,Electrónicos,445.84,163,9
fe4de6a4-3ae7-463b-a4b4-17a1de968afa,Pantalón Suscipit,Ropa,197.77,879,7
62412f6d-b14e-47ef-9cd6-13e2a3831a14,Cocina Quidem,Hogar,358.19,592,9
98e44bb4-474d-4c33-9b8c-0206149d8c7d,Zapatos A,Ropa,327.35,30,7
3b0b48b3-8e72-4988-bd38-0d046bfae724,Cocina Qui,Hogar,28.58,785,3
d721b655-3da5-4d37-b333-7815b9fe98cb,Laptop Voluptates,Electrónicos,445.27,115,3
fde237f6-542d-47d9-884e-add5937255fb,Tablet Numquam,Electrónicos,374.44,990,1
d08919cc-85ea-4708-a480-326fe367e05f,Cocina Quisquam,Hogar,343.43,921,7
a2bd6362-2186-4793-94a9-b184e58522b0,Pantalón Voluptatibus,Ropa,152.06,972,2
8ab4f1f1-832a-4806-a73b-354df962b1e1,Lámpara Libero,Hogar,299.27,411,5
f034f781-ee3f-4df3-a2fe-0ff4412853b9,Zapatos Numquam,Ropa,188.16,590,11
f97c5b29-3af4-40c3-b310-2855c9799f2e,Cocina Laudantium,Hogar,227.55,706,11
2b53d54e-51db-419b-a9ff-07ebb3ef580f,Tablet Cum,Electrónicos,60.54,902,5
735d4f4c-7fad-4d74-b453-8dfceffe1e0c,Laptop Dignissimos,Electrónicos,366.71,417,8
9080e151-1676-4666-b4b4-349c91572d5f,Smartphone Itaque,Electrónicos,117.37,227,3
7d32283c-c43c-47db-b161-c1afd526bae5,Cocina Nostrum,Hogar,129.63,397,11
d2e24275-e5e3-4525-8d5b-87bdf2570264,Camiseta Neque,Ropa,20.7,107,8
d601c630-36b2-4fd4-8d30-e26bd6a4db88,Smartphone Incidunt,Electrónicos,349.78,940,2
034bf97b-7fa5-47f1-891c-2865605f86fc,Laptop Alias,Electrónicos,355.65,216,3
7682970b-d221-49c9-843b-656642695fd3,Sofá Possimus,Hogar,169.04,900,8
7655fe8a-6a20-4433-986a-7addf46e446e,Cocina Corporis,Hogar,33.16,602,6
ec0b8809-c4ff-46d8-b976-de6d2b3aa609,Zapatos Nulla,Ropa,378.216,842,12
fa24a270-33e7-4322-bcd6-a8463fd03ff2,Camiseta Necessitatibus,Ropa,126.33,34,5
7082184f-b93e-4b02-a944-7ed064074e57,Smartphone Velit,Electrónicos,26.08,82,11
701116af-ace9-409f-83fc-0f8d89be0863,Laptop Magni,Electrónicos,466.7,377,11
d5f4768d-2d96-4500-bf16-a6e67c14cdd2,Cocina Expedita,Hogar,192.05,37,11
2737ba3a-2db7-4264-9734-e562cc1c1a61,Smartphone Debitis,Electrónicos,199.4,47,7
a143fc91-803f-4f22-a744-d2f3e0fdddfd,Pantalón Reiciendis,Ropa,44.57,294,3
30544240-53d0-4807-aada-f57b706676b7,Tablet Doloremque,Electrónicos,193.31,222,10
86efdba1-88ef-4246-9d9d-c0a5d3b6c9aa,Lámpara Occaecati,Hogar,117.02,122,9
c80bdd8a-b6f4-48c9-b2f5-7d0ca513c6db,Cocina Quibusdam,Hogar,431.0,102,3
3e1da7a3-3dff-492a-b6c8-d2d276d2efaf,Laptop Odit,Electrónicos,279.16,173,6
daedfd74-923a-4569-b6a2-690f5faf7f11,Tablet Cupiditate,Electrónicos,283.4,54,10
c1b745ef-b458-4db1-b3f7-e0fdf11641fb,Camiseta Qui,Ropa,388.86,67,1
f1b67b53-6835-419d-9556-e76babfab95c,Sofá Facere,Hogar,17.34,248,1
5b48ec4c-fbdd-4cf5-8e57-7edbd9a0910a,Laptop Illo,Electrónicos,410.65,472,1
ab420cee-28e7-4370-ad51-d70631b954bd,Zapatos Magnam,Ropa,351.66,675,3
be9275a0-cb9f-435c-9170-0d484390e9e6,Tablet Nesciunt,Electrónicos,245.45,964,5
313cf19c-9c63-4505-8cd1-81c125204553,Cocina Enim,Hogar,413.76,457,2
8c44a847-cd58-4f45-a84f-25a73e2fb8a4,Cocina Rerum,Hogar,251.38,655,10
aa0bd782-0e17-46fa-ba73-8f083a8be2ea,Camiseta Recusandae,Ropa,313.73,999,10
db9b0f68-c3b5-4a9f-a969-19ab0edc97db,Tablet Repudiandae,Electrónicos,471.24,910,7
472050ba-e1ee-494f-ac3f-4e76070d988a,Cocina Quas,HOGAR,361.36,-50,4
4f2b5389-44eb-4396-99b9-dd19a1453507,Tablet Magnam,Electrónicos,370.96,258,11
a4e64f75-5787-4ce2-9077-9bdab729af20,Pantalón Commodi,Ropa,34.65,239,10
86847b78-bd90-42f2-af47-70a960bbd37a,Laptop Praesentium,Electrónicos,421.5,338,3
0669de57-486a-43b1-a1e3-36b6538f23a2,Pantalón Consequatur,Ropa,250.1,113,8
20d39301-3927-4827-89c0-2fa1d8943374,Sofá Esse,Hogar,101.35,742,4
8698877a-f1d3-427e-9f9e-dbbfe939c52a,Camiseta Voluptates,Ropa,301.26,702,10
9a50e17f-21d0-49f5-9272-5ba2f235eddf,Pantalón Aperiam,Ropa,46.04,211,1
d83f6aa5-dc74-48c3-abc1-4fbba31389ca,Zapatos Quia,Ropa,224.75,307,2
88c2822c-be79-4893-afb9-a389247df3e8,Pantalón Tempore,Ropa,318.56,512,11
619abb8d-96c5-415e-a584-6340c747671c,Pantalón Voluptate,Ropa,355.12,840,2
02ccbdcd-3eab-4de7-981f-5d900b8c9d45,Cocina Placeat,Hogar,401.34,652,5
d9f0be9d-8e2c-4610-8adb-1ff804fdf4db,Pantalón Dicta,Ropa,96.59,914,5
5af257cf-8aac-4140-ba7c-b12294219f6f,Pantalón Veniam,Ropa,374.87,376,1
fe1c209b-b0af-452a-b91e-b35ef76d3db1,Smartphone Consequuntur,Electrónicos,364.49,590,6
589edaab-05f0-414f-9e97-dce5e6af899f,Camiseta Voluptas,Ropa,235.64,773,11
43a296c5-4e2e-4513-b249-d07491b331fa,Sofá Molestiae,Hogar,340.53,272,2
1e153b20-99e1-4bcc-8187-a6c58f2d29bc,Camiseta Deserunt,Ropa,352.75,551,9
01e4c1be-04be-4179-85c0-183f270b60a2,Laptop Itaque,Electrónicos,347.53,129,9
4acb7b09-1ca6-428e-b188-6b746d27d557,Tablet Facere,ELECTRÓNICOS,218.08,-23,10
4f9e63fa-f0b3-493b-9771-f03cb5dd7fb7,Sofá Similique,Hogar,469.71,926,11
bfeb4e01-71d0-4f42-ba13-c2345a579b94,Camiseta Similique,Ropa,114.576,868,12
30d29cb9-9045-4813-bf55-99ee7f26ed7f,Laptop Itaque,Electrónicos,310.17,317,3
2da6fffa-a460-4f64-8f0a-a34ab0761d02,Sofá Maxime,Hogar,459.16,715,5
b9597fb0-2d7b-451e-b804-8820aa3b60da,Lámpara Dolorum,Hogar,326.268,629,12
d98243ce-f048-4aae-9af1-1c8b2bb6fe7d,Cocina Nemo,Hogar,213.08,556,10
d0844721-6ee1-4746-8242-78ab551c77c7,Cocina Molestiae,Hogar,310.55,452,6
6500acfb-6e48-4da4-9cb7-db9abc5d8868,Cocina Provident,HOGAR,40.33,-29,7
14543cc0-4c41-4b5b-862e-d814c97a7ef3,Pantalón Ipsam,ROPA,482.3,-50,11
173eecab-a9cc-4b30-a07b-afd6446b460f,Sofá Corporis,Hogar,392.5,519,6
fa57b61f-b392-4c3c-b8e8-51db1f23a7e2,Pantalón Corrupti,Ropa,483.4,654,4
45c99084-fe39-4e15-8c2d-337c2a184491,Lámpara Repudiandae,Hogar,421.62,553,9
6f9045b7-d262-4999-9661-42db16b0f635,Tablet Velit,Electrónicos,112.34,394,8
ec9bc582-198b-4c48-985d-c4b038a2439c,Lámpara Fugit,Hogar,179.4,540,7
04503bbb-7d2b-4169-98d0-b3b013633325,Lámpara Incidunt,Hogar,410.9,478,6
371de838-b07f-4157-b36a-1e3118967c21,Lámpara Fugit,Hogar,409.35,144,4
69802bbd-d253-43cf-9fa2-e218d78aa3d2,Cocina Blanditiis,Hogar,347.84,318,1
aeddc5d7-c945-4401-bd5b-c939ab3c2465,Pantalón Temporibus,ROPA,295.09,-30,11
c5477bfd-b74f-44f8-827a-3ba3d0c19667,Lámpara Vero,Hogar,495.04,73,10
c53ec92c-8fe9-4a77-904d-0b9ec818a809,Smartphone Atque,Electrónicos,387.5,231,5
9e783699-dcbe-404d-ac00-9d84fe37ac6e,Pantalón Deserunt,Ropa,446.08,325,8
2eebd327-e7d4-4752-b32f-9646031eb941,Smartphone Sed,Electrónicos,398.47,191,10
c7bccaef-ac86-4f0b-8d73-17704174eec6,Zapatos Nisi,Ropa,385.31,785,6
55c9ec5f-3300-4588-b80d-ecfca0fca3f1,Camiseta Facilis,Ropa,215.13,47,2
b0114196-ea5d-4b55-9d75-fe1e358033dc,Laptop Iure,Electrónicos,396.64,814,1
058a59be-f506-4224-bb41-7d70e4dd74b9,Camiseta Cupiditate,Ropa,177.96,391,2
2347fa57-35d9-4eb7-b697-5b5bcfbf51ee,Zapatos Nemo,ROPA,165.58,-21,10
152cc269-20c9-4e46-8f40-64c285ab7a55,Camiseta Praesentium,Ropa,474.25,969,7
4b7b3dad-a01b-459a-99e4-69da50345f72,Pantalón Deserunt,Ropa,114.17,199,8
8956e6a1-fe89-44fe-ad60-6cf179f66bf5,Smartphone Quis,Electrónicos,88.51,990,11
d0e18749-7cd5-4233-a485-a18650ab167e,Laptop Eius,Electrónicos,147.1,883,5
0e0eda11-190d-4687-94ce-da7073f76629,Sofá Voluptas,Hogar,439.19,736,7
0d929e85-f9bc-4a07-b352-d70728a401a8,Smartphone Provident,Electrónicos,429.47,479,2
9124dd9c-6675-4af4-a1b6-32240446dcbe,Laptop Blanditiis,Electrónicos,291.34,399,8
a6e46a1a-8167-42b9-af33-65be5601e113,Smartphone Repudiandae,Electrónicos,224.66,26,10
8d52be5b-438f-4933-8277-4748a17c1a98,Cocina Numquam,Hogar,67.42,646,11
d7b04942-18e4-43bc-8dd4-0a3740dc4d5a,Laptop Itaque,Electrónicos,281.7,814,9
60e9a85d-822b-483e-a8d1-b44a8bd40754,Lámpara Iure,Hogar,39.45,5,3
ee34a76e-d309-4161-81bb-4980bf8da0b3,Cocina Quaerat,Hogar,81.3,301,4
d9785321-d6ee-4d34-a6bf-9f87fd13ec88,Pantalón Accusamus,Ropa,252.81,590,8
ffe62141-0806-4c3f-b285-11c436f83441,Sofá Iste,Hogar,185.15,838,3
30079a9a-88eb-4176-9e86-b687bd924ceb,Pantalón Aperiam,Ropa,270.73,155,2
1f4ca3a1-7341-4dd9-8b9e-02c6ef4d7c18,Cocina Debitis,Hogar,15.16,88,5
6f071918-babf-4e48-808b-30d96486b471,Laptop Reprehenderit,Electrónicos,71.72,24,1
495a4831-2c07-4cf3-9b59-d80921716e61,Sofá Voluptate,Hogar,394.164,222,12
81a25718-1613-4662-9b51-b962a0dd180b,Sofá Modi,Hogar,383.26,516,7
0fd1e9e1-d688-493f-9dbf-2546bec65c9a,Sofá Quisquam,Hogar,78.23,167,11
8c4a6b80-0a7e-451a-9c53-3d57aa231102,Lámpara Adipisci,Hogar,257.22,570,6
100f3798-152d-481d-a2d6-9980785efe8d,Pantalón Perspiciatis,Ropa,150.4,373,11
548a5451-faab-406e-8966-d8701478800f,Sofá Quaerat,Hogar,39.36,808,7
2b524ce0-77a4-4b8b-bf89-dc132d184af4,Zapatos Ad,Ropa,350.28,429,10
e2294f94-ccbf-4003-8a4c-967b0afda1d9,Camiseta Neque,Ropa,487.91,34,3
1c8845f3-fed3-4717-a3eb-e4f24605c284,Lámpara Aperiam,Hogar,166.33,376,2
b08d26d7-ba9f-4fb5-91c9-4f0bf0396704,Smartphone Architecto,Electrónicos,287.1,750,7
af8167d2-339c-40fb-b76e-8a50614267fc,Pantalón Est,Ropa,435.88,256,1
c434ce43-efff-4725-9038-4a4d2083661c,Smartphone Est,Electrónicos,474.7,619,5
37ea9dfd-da05-43a5-a62a-49f1fcc1c899,Tablet Porro,Electrónicos,144.69,820,10
67355627-2500-4975-9fdf-c7cafc5031bc,Cocina Tenetur,HOGAR,40.98,-3,3
833f71b1-5725-4756-9d54-da5ae67faa3a,Zapatos Praesentium,Ropa,221.94,507,3
1c23a034-75b2-461f-be47-ca11d1ffc3d3,Sofá Nam,Hogar,260.73,418,10
6d5c961b-9b95-4552-a30c-ceae642d0439,Laptop Perspiciatis,Electrónicos,54.43,106,9
a0363b61-4db1-4a15-87ba-7d7fe5a9cbba,Cocina Animi,Hogar,381.21,693,7
34379015-66b4-4202-91f1-af69b31397de,Laptop Ipsum,Electrónicos,464.19,400,9
627bcd5c-fdcf-48c7-8e4d-e9761a8a83d2,Camiseta Assumenda,Ropa,306.31199999999995,238,12
ef2289ea-1ae9-482e-a9be-b7a84348959e,Camiseta Amet,Ropa,269.47,252,7
